,Province_State,Population,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08
17,Kentucky,4467673.0,,,,,,,,,8839.0,11192.0,11192.0,11192.0,11192.0,11192.0,11192.0,28938.0,34376.0,34376.0,34376.0,34376.0,34376.0,60414.0,66582.0,77349.0,92938.0,107799.0,107799.0,107799.0,130355.0,140636.0,153498.0,172537.0,190547.0,190547.0,190547.0,213567.0,213567.0,221440.0,232127.0,250867.0,250867.0,267577.0,267577.0,308812.0,319608.0,338506.0,362924.0,382219.0,400267.0,409797.0,413300.0,430825.0,435400.0,455783.0,483777.0,517168.0,548342.0,564682.0,568658.0,584947.0,608198.0,636518.0,649810.0,678768.0,678768.0,711588.0,719857.0,726168.0,779109.0,796952.0,824007.0,851440.0,851440.0,874840.0,907836.0,945168.0,980727.0,1020045,1046835,1061236,1082228,1117369,1162694,1209546,1283860,1293847,1293847,1318808,1357068,1401175,1496894,1496894,1532494,1547563,1582305,1619517,1668125,1713059,1762745,1797605,1813786,1838590,1876610,1924602,1976294,2019234,2058753,2074948,2100387,2142945,2192380,2252894,2300753,2327458,2333781,2368560,2471143,2525215,2571972,2587355,2594073,2653617,2704303,2755582,2802064,2849292,2868642,2877497,2900342,2934874,2977151,3011682,3039150,3056552,3064218,3084915,3110315,3142500,3168055,3186682,3190060,3190060,3213684,3240967,3263399,3284726,3309482,3326637,3343775,3358806,3374208,3390010,3409051,3431439,3440394,3448823,3465017,3484624,3506028,3535226,3552278,3562321,3568565,3584699,3603240,3615995,3631035,3644416,3644416,3654599,3657162,3670108,3680332,3680579,3708043,3717370,3724124
18,Louisiana,4648794.0,,,,,,,,,22108.0,32766.0,32766.0,32766.0,32766.0,32766.0,32766.0,37969.0,37969.0,37969.0,45289.0,45289.0,45289.0,45289.0,56452.0,56452.0,81585.0,81585.0,81585.0,81585.0,81585.0,159698.0,159698.0,201377.0,201377.0,201377.0,201377.0,201377.0,201377.0,267720.0,267720.0,301316.0,314328.0,314328.0,314328.0,314328.0,357894.0,357894.0,397371.0,397371.0,397371.0,397371.0,397371.0,487705.0,488960.0,534985.0,536404.0,570731.0,599941.0,614041.0,637361.0,639019.0,699334.0,701110.0,735622.0,769155.0,782992.0,784976.0,791574.0,812962.0,859565.0,877683.0,894519.0,907334.0,907334.0,920794.0,943419.0,978234.0,1019381.0,1056975,1076576,1084499,1107626,1139071,1179138,1179915,1277889,1277889,1286353,1309279,1340630,1379998,1464377,1464377,1484459,1494482,1519050,1556491,1587368,1629437,1664443,1688633,1695779,1725080,1767526,1793002,1838055,1882190,1911134,1920242,1963625,2016902,2047718,2093895,2116985,2131488,2134372,2161015,2239421,2279467,2317149,2334618,2345503,2355526,2394289,2427942,2460469,2489654,2507009,2517042,2540302,2567548,2597790,2624038,2648411,2660514,2666718,2686441,2708187,2708891,2709800,2710055,2730594,2730594,2733787,2812519,2830235,2830772,2861659,2870888,2876507,2888086,2900359,2912089,2924921,2925419,2925540,2949415,2959952,2972438,2987625,3005269,3016273,3022829,3026351,3036128,3048106,3058019,3069547,3082438,3082438,3091340,3095398,3103075,3112365,3124501,3124589,3143283,3147407
19,Maine,1344212.0,,,,,2264.0,2264.0,2264.0,2264.0,8001.0,13089.0,15701.0,16236.0,17067.0,17180.0,17180.0,19634.0,23527.0,27122.0,30877.0,32090.0,32995.0,33425.0,35536.0,35536.0,42317.0,46633.0,52324.0,54557.0,55775.0,58083.0,62004.0,66487.0,70228.0,74805.0,78084.0,79149.0,79149.0,81355.0,85847.0,92008.0,98371.0,109262.0,109262.0,110332.0,115213.0,121220.0,128704.0,137531.0,145356.0,153981.0,158071.0,161655.0,167111.0,176961.0,187055.0,191813.0,195245.0,200927.0,208302.0,215892.0,226184.0,237447.0,243482.0,245855.0,249913.0,255849.0,265991.0,278806.0,287330.0,294127.0,296253.0,301705.0,308671.0,316462.0,328357.0,328357.0,338663.0,349840,355810,364431,375596,391148,406946,418266,427445,430790,446226,463877,480638,496634,510397,512284,523269,528109,545102,562483,574956,581387,584455,595845,604981,623388,640060,655406,664807,673445,683925,692786,712798,715036,751724,766984,778195,795748,798203,823594,870391,883051,894295,906713,906713,947441,966930,987358,1006549,1007762,1035968,1041650,1048457,1068265,1088047,1105784,1107231,1108830,1137578,1150672,1165567,1183324,1200539,1200802,1201345,1201345,1234253,1247314,1263442,1276596,1276858,1277884,1306086,1313480,1324706,1337725,1349471,1349801,1350580,1373335,1380576,1393589,1409051,1422735,1424180,1425083,1447042,1454127,1462994,1471942,1480132,1480596,1480596,1481269,1493486,1497916,1503653,1509897,1509928,1510257,1523482
20,Maryland,6045680.0,,,,,,,,,7537.0,10497.0,14103.0,16902.0,18789.0,19818.0,20812.0,28615.0,36669.0,47012.0,54060.0,56151.0,59769.0,65692.0,76916.0,87475.0,100010.0,114684.0,128797.0,142402.0,146172.0,161784.0,177611.0,194255.0,212713.0,237266.0,245036.0,255110.0,255110.0,265657.0,279412.0,294974.0,314861.0,358262.0,358262.0,372937.0,396661.0,419579.0,449916.0,483149.0,512805.0,535638.0,544369.0,553733.0,601914.0,601914.0,634055.0,671899.0,690081.0,699733.0,727828.0,752036.0,785170.0,818478.0,877332.0,877332.0,893860.0,908979.0,936557.0,970457.0,1044590.0,1054467.0,1087762.0,1132483.0,1132483.0,1159983.0,1199143.0,1239644.0,1280675.0,1325977,1364145,1390370,1454494,1497538,1548380,1606378,1671778,1671778,1715039,1761081,1812309,1859444,1961982,1961982,1991188,2033434,2082976,2130973,2190923,2194556,2287975,2320073,2357211,2409705,2464830,2532593,2594534,2648201,2681526,2736823,2809466,2882170,2961306,3043682,3103045,3126025,3174405,3251010,3414598,3513930,3581978,3582804,3689020,3765018,3837451,3921579,3924960,4063087,4110450,4166108,4238913,4315837,4394132,4456286,4525719,4554368,4615758,4672656,4733768,4805115,4859616,4886821,4912028,4938901,5005250,5047436,5106380,5171015,5221259,5268016,5310083,5362861,5408440,5463081,5517143,5562579,5588658,5616811,5698385,5758938,5808553,5855655,5892669,5913066,5936293,5990090,6030957,6059474,6111631,6121894,6134762,6163129,6167200,6191415,6221987,6257204,6285876,6309368,6324288
21,Massachusetts,6892503.0,,94.0,3277.0,9853.0,18642.0,22609.0,24029.0,30810.0,35618.0,55897.0,59556.0,59847.0,62361.0,63661.0,71387.0,78643.0,78643.0,78643.0,78643.0,78643.0,78643.0,78643.0,78643.0,78643.0,141108.0,141108.0,141108.0,141108.0,141108.0,141108.0,141108.0,239174.0,239174.0,239174.0,239174.0,239174.0,239174.0,239174.0,239174.0,359919.0,359919.0,359919.0,359919.0,359919.0,359919.0,359919.0,496103.0,496103.0,496103.0,496103.0,496103.0,625477.0,625477.0,681472.0,685074.0,727120.0,780268.0,806376.0,910412.0,950515.0,987774.0,1034018.0,1082785.0,1118374.0,1143430.0,1166516.0,1209614.0,1267262.0,1323656.0,1375439.0,1426512.0,1500077.0,1500077.0,1533534.0,1576657.0,1625459.0,1684341.0,1736477,1803528,1837816,1884139,1941018,2005800,2082052,2199086,2199086,2229483,2313916,2376322,2443419,2561749,2561749,2620671,2633498,2710203,2773542,2837941,2909219,2972826,3032996,3066115,3131419,3196050,3270796,3345239,3424253,3495331,3535818,3611067,3685186,3771380,3868668,3968332,4041785,4079774,4161913,4345857,4461283,4569777,4651716,4708134,4800301,4895087,4991916,5080279,5170513,5242290,5293380,5372992,5467558,5563298,5672164,5776781,5855519,5912678,6000594,6087168,6174851,6276416,6365033,6403240,6403240,6495919,6588555,6690804,6785409,6858691,6931977,6986508,7043681,7103369,7156323,7225009,7294378,7346310,7372714,7415002,7488346,7553356,7643514,7694252,7729369,7753685,7795251,7849273,7907862,7965407,8014898,8014898,8067293,8081349,8111038,8146584,8185775,8282496,8317896,8338103
22,Michigan,9986857.0,,10.0,352.0,1097.0,2847.0,9781.0,12430.0,13321.0,26737.0,37660.0,52309.0,54040.0,54162.0,57227.0,58997.0,74140.0,86626.0,106744.0,113167.0,114178.0,118726.0,128390.0,140245.0,152511.0,174749.0,195240.0,195240.0,195240.0,233085.0,296588.0,332139.0,368844.0,405992.0,405992.0,405992.0,487959.0,487959.0,512906.0,552713.0,598127.0,642111.0,642111.0,642111.0,730453.0,760066.0,802106.0,854084.0,909038.0,909038.0,909038.0,1001873.0,1028286.0,1076545.0,1127787.0,1186630.0,1193181.0,1251940.0,1292572.0,1339129.0,1391159.0,1446322.0,1517959.0,1537856.0,1604973.0,1634609.0,1657215.0,1699504.0,1740608.0,1833886.0,1884038.0,1933648.0,1985511.0,1985511.0,2044496.0,2103114.0,2165950.0,2245696.0,2318415,2357259,2389534,2423899,2476796,2555112,2637353,2765577,2765577,2787289,2831319,2899309,2983009,3166094,3166094,3170085,3245598,3310710,3396328,3484418,3589255,3681378,3747788,3776838,3841144,3914742,4006900,4114426,4214787,4295979,4329057,4419793,4514072,4619345,4749818,4848250,4912079,4937557,5013346,5223390,5372960,5496030,5585259,5620259,5697977,5805782,5921344,6045853,6158414,6202312,6234096,6330276,6440845,6554194,6662538,6769798,6832809,6859562,6948146,7023900,7118239,7216189,7281555,7312923,7312923,7373940,7449790,7536559,7612067,7688179,7735604,7773743,7817715,7875785,7933809,8005256,8073206,8113368,8137664,8183944,8246377,8305925,8384059,8439354,8474785,8489240,8489495,8570263,8611623,8652493,8687279,8687279,8714009,8720932,8742979,8773775,8774074,8811858,8848018,8886592
23,Minnesota,5639632.0,,,,,,,,,,2999.0,2999.0,2999.0,2999.0,2999.0,2999.0,38014.0,44638.0,44638.0,44638.0,57017.0,57017.0,78402.0,80857.0,81167.0,91174.0,104226.0,119744.0,132280.0,147645.0,152849.0,155800.0,169416.0,187074.0,206559.0,221183.0,232952.0,232952.0,238935.0,239910.0,246364.0,264275.0,289846.0,311600.0,335477.0,353113.0,375934.0,407063.0,444164.0,488360.0,531048.0,559383.0,565603.0,582395.0,634453.0,637015.0,703366.0,729088.0,745290.0,745290.0,753019.0,777459.0,808827.0,852002.0,889831.0,914984.0,927384.0,943251.0,975626.0,1059617.0,1097316.0,1136840.0,1170259.0,1170259.0,1189101.0,1218799.0,1261762.0,1322288.0,1393985,1429631,1443875,1477533,1512877,1562547,1627997,1725656,1725656,1746992,1771967,1823592,1874674,2000939,2000939,2037382,2046151,2080648,2119439,2180483,2244149,2306429,2340900,2353672,2380640,2417606,2479001,2557970,2632176,2665779,2702080,2751928,2800651,2867187,2955945,3028798,3073562,3084723,3135211,3260958,3312268,3402218,3496194,3521437,3543372,3597769,3662022,3712223,3787015,3787907,3850054,3888651,3939904,4005624,4038574,4118735,4189925,4204905,4248287,4293491,4354128,4421310,4475535,4497797,4497797,4535336,4576900,4577431,4675303,4721950,4753424,4775142,4807371,4847982,4887255,4934166,4983777,5010207,5025463,5056044,5102426,5147830,5209667,5245072,5270049,5280207,5299096,5331457,5360493,5387405,5410215,5410215,5426087,5429911,5443328,5461633,5483175,5504994,5524077,5532229
24,Mississippi,2976149.0,,,,,,,,,,,,,13196.0,13196.0,13196.0,13196.0,20033.0,20033.0,20033.0,20033.0,20033.0,23511.0,25324.0,30691.0,30691.0,41541.0,49591.0,54714.0,55399.0,62744.0,73391.0,85829.0,96629.0,109354.0,109354.0,114947.0,114947.0,123702.0,138676.0,152374.0,165875.0,179792.0,179792.0,184398.0,193429.0,204910.0,216538.0,226209.0,240293.0,242935.0,243890.0,254594.0,270205.0,280838.0,305192.0,327163.0,327163.0,334000.0,350348.0,370489.0,392391.0,414181.0,436520.0,442874.0,442874.0,447312.0,447312.0,454926.0,474304.0,481424.0,491117.0,505655.0,505980.0,525462.0,547707.0,573123.0,598685.0,619251,637116,646440,666502,690874,719333,749518,776272,776272,787408,810535,837097,871002,903271,906036,906036,922492,922492,953185,978476,1002681,1008342,1011253,1082955,1109268,1138227,1159071,1186221,1227284,1208798,1230065,1259616,1290708,1299738,1346090,1352799,1356914,1376422,1402612,1418931,1444579,1451759,1456187,1477880,1495833,1516049,1532912,1554427,1558394,1561626,1575798,1593062,1608661,1623160,1623160,1623160,1646337,1655436,1669274,1682494,1694332,1694332,1694332,1709367,1709367,1728258,1738273,1747552,1747552,1747552,1768085,1774623,1780904,1787402,1794566,1794566,1794566,1808373,1813460,1821475,1827938,1839798,1839798,1839798,1852529,1858176,1863949,1870594,1876692,1876692,1876692,1886797,1888971,1892054,1898237,1904253,1904253,1904253,1904253,1920573
25,Missouri,6137428.0,,,,,,,,,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,182000.0,182000.0,182000.0,182000.0,182000.0,182000.0,236254.0,244476.0,265382.0,285697.0,291723.0,317737.0,335695.0,340273.0,400436.0,423839.0,493021.0,493021.0,511657.0,515850.0,553095.0,584260.0,584260.0,632213.0,683049.0,690072.0,693468.0,716038.0,741108.0,764378.0,801456.0,843740.0,866875.0,873686.0,886800.0,910338.0,939810.0,1014248.0,1042872.0,1083721.0,1110913.0,1110913.0,1137233.0,1167787.0,1213449.0,1278087.0,1279404,1375027,1384067,1415806,1458439,1504236,1552157,1633864,1633864,1647096,1685362,1724580,1759789,1867231,1867231,1897083,1907859,1939762,1989274,2033873,2087816,2143727,2174546,2192811,2229686,2276318,2333919,2371541,2430704,2464910,2481467,2578247,2578247,2717993,2763922,2807214,2853511,2861032,2904295,3020648,3083405,3146868,3196092,3242310,3263224,3310684,3366674,3436756,3508767,3536035,3545080,3588783,3639625,3690346,3729759,3805156,3858945,3874578,3906752,3947226,3985417,4019723,4062200,4085582,4085582,4118674,4152250,4181588,4215354,4243742,4286786,4300932,4326127,4348456,4366210,4384335,4421909,4452067,4460584,4478896,4501899,4526183,4556699,4572684,4592083,4598534,4609459,4626406,4642088,4657459,4671951,4671951,4684402,4689451,4700811,4713270,4713467,4742062,4755797,4763929
26,Montana,1068778.0,,,,,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,16990.0,16990.0,16990.0,16990.0,16990.0,16990.0,16990.0,16990.0,23000.0,23000.0,23000.0,23000.0,33000.0,33000.0,33000.0,42000.0,42000.0,42000.0,42000.0,42000.0,55000.0,55893.0,57220.0,60389.0,66348.0,72544.0,76590.0,77739.0,81157.0,86197.0,92567.0,99248.0,104501.0,106121.0,107300.0,110351.0,116119.0,122503.0,130839.0,137717.0,139221.0,140070.0,144271.0,149263.0,157618.0,167276.0,176719.0,180193.0,181572.0,184483.0,189971.0,197886.0,221225.0,228890.0,237099.0,243015.0,243015.0,246626.0,252295.0,260990.0,271075.0,281422,284679,286163,291572,301007,312296,324102,341554,341554,343597,349631,359446,370463,395770,395770,398858,401716,406867,414258,422946,433315,443030,447675,447693,455003,463857,475058,487221,499029,502390,504919,522897,534273,545186,557322,569766,573480,575293,584386,609984,622560,635147,639104,641916,643288,655446,666324,677644,678296,691035,692839,697964,705683,714287,724221,732282,734717,735987,741564,750384,758111,766688,772832,774095,774095,777944,783615,788740,793803,799489,801733,803109,805538,809959,814652,820430,825322,825322,828344,831352,836084,841159,846217,846462,852005,852630,854905,858711,862105,864820,867122,867122,868449,868824,869006,869261,869533,879235,879383,893704
27,Nebraska,1934408.0,,,1746.0,1746.0,1746.0,1746.0,1746.0,8958.0,8958.0,8958.0,8958.0,8958.0,8958.0,8958.0,21419.0,24129.0,27455.0,30492.0,34029.0,35610.0,36358.0,36719.0,39686.0,53418.0,60170.0,67983.0,73842.0,76882.0,78074.0,83317.0,88528.0,94790.0,99101.0,104116.0,106203.0,106940.0,106940.0,109526.0,115080.0,121681.0,127296.0,135995.0,137249.0,138344.0,142827.0,153231.0,161548.0,170429.0,180842.0,184045.0,185536.0,198194.0,198194.0,221342.0,229719.0,232896.0,234132.0,239832.0,239832.0,258562.0,272495.0,272495.0,287551.0,289118.0,293362.0,303463.0,303463.0,322254.0,347754.0,360582.0,372655.0,392756.0,392756.0,405896.0,422419.0,442310.0,443974.0,474439,476315,484888,497106,513497,535213,536126,573413,573413,594293,607373,629765,653385,666417,666417,684831,697176,712099,731885,754880,755802,775509,797409,804643,818325,836012,857343,858106,881787,900049,916701,940837,966534,991673,992251,1009786,1024342,1036053,1055469,1107623,1108135,1130671,1145421,1185844,1208422,1228445,1256055,1258010,1267986,1280204,1297175,1307408,1330661,1339495,1347769,1365758,1380706,1380708,1399434,1412743,1417252,1426529,1439421,1463240,1463240,1472064,1484377,1499291,1512386,1536579,1556413,1567674,1567761,1576707,1584643,1584872,1585004,1610007,1614694,1614803,1627572,1634976,1650062,1657529,1657535,1665330,1665381,1678518,1678709,1694284,1694342,1694342,1705003,1706314,1706401,1715953,1716051,1722639,1722679,1736034
28,Nevada,3080156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102840.0,107133.0,115991.0,126458.0,137031.0,152203.0,159869.0,164362.0,174367.0,194942.0,210185.0,224192.0,241078.0,248754.0,253174.0,288531.0,291601.0,304323.0,322252.0,334073.0,346685.0,351531.0,375402.0,379077.0,394172.0,411057.0,428423.0,428423.0,446800.0,464037.0,466981.0,522332.0,555742.0,569810.0,598423.0,598423.0,606821.0,622189.0,642562.0,665577.0,685692,715121,723182,733953,750160,773285,800030,855890,855890,864967,878645,904504,930754,989342,989342,1013805,1020137,1034347,1062287,1086559,1116221,1145354,1164939,1170434,1185896,1214518,1243965,1274357,1303006,1328018,1335002,1348526,1374197,1399135,1431817,1462114,1482433,1487176,1505143,1576189,1615552,1652963,1684035,1692135,1709620,1744896,1774080,1803308,1834497,1856362,1863377,1879451,1901548,1922250,1943150,1966545,1985316,1991775,2005102,2026997,2051105,2075542,2097373,2108787,2108787,2122615,2146595,2167439,2186639,2209675,2227825,2236935,2248770,2264766,2277475,2314424,2333621,2343297,2349915,2359830,2374041,2392968,2413573,2427644,2438877,2443724,2452084,2465315,2478269,2490170,2501619,2501619,2514286,2518129,2525610,2535207,2535482,2545697,2566097,2571731
29,New Hampshire,1359711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71556.0,75418.0,80639.0,85595.0,89816.0,93338.0,94623.0,97002.0,103080.0,110451.0,117408.0,123740.0,128313.0,130515.0,135799.0,138271.0,145086.0,153145.0,161178.0,165887.0,166603.0,168727.0,176192.0,184103.0,191114.0,200675.0,208541.0,208541.0,216649.0,218316.0,226863.0,241386.0,250296.0,260809.0,274267.0,274267.0,282235.0,291248.0,299874.0,310769.0,321602,324806,330538,339484,349825,358497,371111,385485,393931,393931,405366,418658,431296,460696,460696,465226,471480,478758,489626,500911,514422,529948,537577,545500,554889,566168,574612,586018,598445,602562,644059,662036,707655,721042,764940,774277,796674,800922,829371,889074,922666,958018,978713,996633,1008027,1050144,1075608,1088613,1099300,1102415,1108521,1113989,1117327,1120433,1123788,1127251,1129881,1132331,1134878,1138304,1142049,1147521,1151253,1153848,1153848,1159614,1159614,1141718,1144819,1148596,1151245,1152483,1156401,1201567,1204745,1208010,1211530,1214150,1217534,1272048,1276034,1332600,1335848,1339646,1345676,1347969,1350309,1375987,1384838,1384917,1384922,1384922,1399503,1406869,1407303,1413342,1419599,1419997,1429285,1451012
30,New Jersey,8882190.0,,,,,2149.0,2149.0,2149.0,2149.0,2149.0,2149.0,36500.0,36500.0,36500.0,36500.0,36500.0,36500.0,62901.0,72657.0,72657.0,72657.0,72657.0,101417.0,101417.0,101417.0,101417.0,101417.0,101417.0,101417.0,175157.0,243734.0,277118.0,287840.0,310595.0,336187.0,348414.0,366010.0,366010.0,407064.0,437064.0,475704.0,510099.0,524865.0,551209.0,584148.0,627677.0,664563.0,680601.0,742007.0,761283.0,785588.0,796075.0,837225.0,876529.0,905538.0,925579.0,1041289.0,1074805.0,1094886.0,1114392.0,1166824.0,1221575.0,1274438.0,1309703.0,1349327.0,1372931.0,1470941.0,1501767.0,1559569.0,1605744.0,1648599.0,1689031.0,1759059.0,1759059.0,1803596.0,1866998.0,1943116.0,2065666.0,2096498,2096498,2187330,2249861,2325257,2403077,2478696,2571874,2571874,2639438,2714949,2834934,2916801,3065373,3065373,3112960,3174729,3254946,3346883,3431096,3514899,3581686,3635504,3636384,3781744,3869393,3958836,4053945,4142916,4204062,4292515,4381035,4523995,4655258,4766910,4855447,4909547,4979819,5094041,5351413,5495689,5590502,5673369,5769561,5874832,5978301,6076066,6188717,6269398,6340637,6415408,6510179,6605809,6720403,6826763,6908470,6974357,7052362,7133352,7217144,7302231,7381197,7430120,7468871,7518475,7600716,7677602,7773775,7858549,7934175,7999599,8043316,8103394,8156536,8218240,8300824,8358727,8395059,8431873,8508720,8576106,8666138,8724828,8774427,8803139,8841278,8890965,8944596,8988961,9045800,9083396,9083396,9120351,9150101,9195623,9237904,9238253,9286153,9335740,9389685
31,New Mexico,2096829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137531.0,143048.0,152465.0,162995.0,185923.0,185923.0,203830.0,209580.0,216913.0,225496.0,239015.0,248183.0,263568.0,274497.0,277141.0,284157.0,291742.0,306389.0,319832.0,327279.0,340047.0,342786.0,346064.0,365297.0,383842.0,394720.0,399911.0,419882.0,437903.0,443359.0,450299.0,465715.0,562580.0,578916.0,595951.0,612496.0,612496.0,618666.0,634845.0,657118.0,678087.0,705538,711612,721489,735930,743904,765965,801111,833881,833881,839018,840633,867690,895586,942171,942171,952566,970496,983709,1004050,1031202,1060171,1085158,1098197,1101603,1111612,1135178,1162064,1191220,1224826,1239316,1242292,1258002,1281047,1312410,1342108,1365434,1374022,1377054,1384192,1448347,1477908,1502885,1514221,1517182,1530389,1551199,1578058,1606321,1627241,1640167,1643816,1656039,1674797,1699936,1722116,1739923,1746428,1749402,1759830,1774298,1794170,1817141,1835230,1850384,1850384,1860755,1877127,1894768,1915224,1927317,1938516,1941227,1948245,1970066,1982001,1997526,2007997,2019397,2022852,2031893,2044921,2057890,2065425,2086616,2093445,2095246,2106426,2115055,2131987,2141188,2149277,2149277,2153155,2154695,2160226,2167318,2168255,1990304,2183505,2189470
32,New York,19453561.0,,,,,,,,38000.0,50000.0,89000.0,89000.0,89000.0,89000.0,89000.0,140000.0,140000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,645037.0,645037.0,645037.0,645037.0,645037.0,645037.0,645037.0,919870.0,1000774.0,1084531.0,1149218.0,1220148.0,1283999.0,1324420.0,1376979.0,1433229.0,1433229.0,1790289.0,1855855.0,1920095.0,1960602.0,1995321.0,2042199.0,2122733.0,2231292.0,2342608.0,2421029.0,2513387.0,2589634.0,2658312.0,2766849.0,2898906.0,3023056.0,3127163.0,3207614.0,3272965.0,3362077.0,3451284.0,3543102.0,3625959.0,3707178.0,3772702.0,3821311.0,3985558.0,3985558.0,4170422.0,4327468.0,4463679,4583616,4698345,4819412,4959235,5143219,5342262,5640706,5640706,5797480,5941072,6086018,6264136,6577070,6577070,6699848,6834384,7003834,7150352,7305768,7494596,7633805,7737230,7875044,8029749,8231872,8471160,8690714,8885551,9056970,9229098,9421951,9655705,9925232,10281033,10519517,10640003,10761342,11027009,11519440,11811282,12062900,12242726,12437468,12633362,12843875,13064837,13277087,13531789,13676604,13829745,14003973,14171716,14374751,14571048,14732987,14856419,14982362,15161999,15410701,15636609,15858599,15980527,16064851,16064851,16353467,16552492,16701431,16866619,17034051,17168705,17273238,17394951,17507860,17632107,17789972,17928006,18012199,18093878,18247671,18395906,18589563,18712921,18851714,18941008,19022539,19137319,19238158,19347252,19479050,19605540,19605540,19707378,19761096,19800697,19876849,19968418,20014885,20148417,20230340
33,North Carolina,10488084.0,,,,,,,,,24500.0,24500.0,24500.0,24500.0,24500.0,24500.0,63571.0,63571.0,63571.0,63571.0,63571.0,63571.0,63571.0,63571.0,110260.0,110260.0,110260.0,161017.0,161017.0,161017.0,161017.0,219173.0,219173.0,219173.0,282615.0,282615.0,282615.0,282615.0,282615.0,404529.0,404529.0,573130.0,573130.0,573130.0,573130.0,573130.0,812586.0,812586.0,914217.0,914217.0,914217.0,914217.0,1061308.0,1099218.0,1142903.0,1195369.0,1259124.0,1259124.0,1259124.0,1390947.0,1436745.0,1486544.0,1554378.0,1631488.0,1631488.0,1631488.0,1780687.0,1835001.0,1882628.0,1939939.0,1977342.0,2008811.0,2068505.0,2118218.0,2138275.0,2180655.0,2246743.0,2320745.0,2366027.0,2467755,2525579,2545103,2606912,2661523,2720018,2760801,2881950,2881950,2909142,2994561,3070733,3165928,3414474,3414474,3480495,3564207,3630467,3724856,3813176,3903284,4002867,4064069,4092184,4209638,4304616,4419640,4456503,4549839,4654892,4713667,4778807,4913081,4913081,5008165,5057979,5210271,5275032,5388382,5624683,5624683,5640827,5872275,5965026,6057382,6164243,6270157,6270157,6270157,6466726,6517220,6594886,6711907,6775606,6775606,6775606,6878527,6967577,7017344,7100837,7167631,7167631,7168548,7300216,7300216,7391135,7456842,7515534,7515534,7515534,7619411,7648490,7685519,7728972,7775046,7775046,7775046,7864355,7885323,7953644,7989892,8030750,8030750,8030750,8111058,8145594,8179278,8208453,8241013,8241013,8241013,8241013,8296330,8307696,8345764,8365719,8365719,8365719,8435733,8457163
